,ten_truyen,duong_dan,luot_xem,xep_hang,danh_gia,theo_doi,binh_luan,tap_moi
1209,VÌ MUỐN TỎ TÌNH VỚI CÔ LỄ TÂN NÊN TÔI THƯỜNG XUYÊN LUI TỚI GUILD RỒI DẦN TRỞ THÀNH DŨNG GIẢ,https://www.nettruyenin.com/truyen-tranh/vi-muon-to-tinh-voi-co-le-tan-nen-toi-thuong-xuyen-lui-toi-guild-roi-dan-tro-thanh-dung-gia-535060,324.515,3.5,553,14.590,790,Chapter 11
1210,DEAD MOUNT DEATH PLAY,https://www.nettruyenin.com/truyen-tranh/dead-mount-death-play-176110,864.344,4.1,1062,9.654,757,Chapter 52
1211,"CHITEKI DE COOL NA KOUHAI BIJO, ORE NO KAI NEKO NI NARU",https://www.nettruyenin.com/truyen-tranh/chiteki-de-cool-na-kouhai-bijo-ore-no-kai-neko-ni-naru-72552,76.704,3.5,126,3.931,215,Chapter 6
1212,TRỞ THÀNH CỨU TINH CỦA NHÂN VẬT CHÍNH,https://www.nettruyenin.com/truyen-tranh/tro-thanh-cuu-tinh-cua-nhan-vat-chinh-64176,1.357.135,3.6,1909,32.463,1.081,Chapter 38
1213,ÁC NỮ CỰ TUYỆT CUA NAM CHÍNH,https://www.nettruyenin.com/truyen-tranh/ac-nu-cu-tuyet-cua-nam-chinh-396640,4.254.933,4.3,5855,67.178,3.905,Chapter 78
1214,TS SUKI NA DANSHI GA TS SHITA KARA ZENRYOKU DE RISOU NO TS-KKO WO ENJIRU YATSU,https://www.nettruyenin.com/truyen-tranh/ts-suki-na-danshi-ga-ts-shita-kara-zenryoku-de-risou-no-ts-kko-wo-enjiru-yatsu-257090,349.967,3.7,498,4.615,502,Chapter 23
1215,"YUUSHA PARTY WO TSUIHOU SARETA BEAST TAMER, SAIKYOU SHUZOKU NEKOMIMI SHOJO TO DEAU",https://www.nettruyenin.com/truyen-tranh/yuusha-party-wo-tsuihou-sareta-beast-tamer-saikyou-shuzoku-nekomimi-shojo-to-deau-216100,2.889.962,3.8,3357,24.806,2.188,Chapter 62
1216,QUẢN LÝ CẤP CAO NHẤT CỦA NĂM,https://www.nettruyenin.com/truyen-tranh/quan-ly-cap-cao-nhat-cua-nam-66938,124.428,3.5,295,7.432,171,Chapter 20
1217,SỐNG CÙNG NÀNG CÁO THẦN,https://www.nettruyenin.com/truyen-tranh/song-cung-nang-cao-than-176870,971.249,4,1381,10.422,838,Chapter 87.5
1218,NEGA-KUN VÀ POSI-CHAN,https://www.nettruyenin.com/truyen-tranh/nega-kun-va-posi-chan-274380,1.300.724,3.5,1562,15.749,1.631,Chapter 33
1219,"HAZURE SKILL “KAGE GA USUI” O MOTSU GUILD SHOKUIN GA, JITSUHA DENSETSU NO ANSATSUSHA",https://www.nettruyenin.com/truyen-tranh/hazure-skill-kage-ga-usui-o-motsu-guild-shokuin-ga-jitsuha-densetsu-no-ansatsusha-241180,2.160.770,3.8,2714,30.149,1.832,Chapter 28
1220,CUỘC SỐNG TRẢ ƠN CỦA NÀNG RỒNG TOHRU!,https://www.nettruyenin.com/truyen-tranh/cuoc-song-tra-on-cua-nang-rong-tohru-101240,1.371.183,4.2,1764,14.303,850,"Chapter 124: ""Tooru và Tatsuzawa"""
1221,THẾ GIỚI THỢ SĂN,https://www.nettruyenin.com/truyen-tranh/the-gioi-tho-san-92300,8.116.702,3.9,8378,9.127,709,Chapter 392
1222,SỰ TRẢ THÙ CỦA THỢ SĂN QUÁI VẬT,https://www.nettruyenin.com/truyen-tranh/su-tra-thu-cua-tho-san-quai-vat-573800,997.410,3.5,1431,25.965,1.265,Chapter 26
1223,MEDUSA AND FUTAKUCHI-CHAN,https://www.nettruyenin.com/truyen-tranh/medusa-and-futakuchi-chan-479650,25.021,3.6,35,562,15,Chapter 12
1224,WATASHI NO OTTO WA STRESS GA TAMARU TO SHOTA KASURU,https://www.nettruyenin.com/truyen-tranh/watashi-no-otto-wa-stress-ga-tamaru-to-shota-kasuru-65102,517.545,3.5,669,8.375,649,Chapter 17.5
1225,MY DEATH FLAGS SHOW NO SIGN OF ENDING.,https://www.nettruyenin.com/truyen-tranh/my-death-flags-show-no-sign-of-ending-331000,2.341.496,4.1,3157,32.620,1.945,Chapter 43
1226,LUI LUI LUI LUI RA!,https://www.nettruyenin.com/truyen-tranh/lui-lui-lui-lui-ra-375950,3.668.668,4,4633,38.002,1.792,Chapter 102
1227,U NHÂN,https://www.nettruyenin.com/truyen-tranh/u-nhan-70632,102.528,3.5,202,7.864,130,Chapter 9
1228,CHÚA TỂ CHI LỘ,https://www.nettruyenin.com/truyen-tranh/chua-te-chi-lo-403940,8.867.459,3.5,9781,47.848,2.095,Chapter 135
1229,SIÊU THẦN CƠ GIỚI SƯ,https://www.nettruyenin.com/truyen-tranh/sieu-than-co-gioi-su-384850,16.406.375,3.7,17843,75.916,4.496,Chapter 188
1230,TU LA KIẾM TÔN,https://www.nettruyenin.com/truyen-tranh/tu-la-kiem-ton-281230,38.085.342,3.5,40429,67.254,3.549,Chapter 357
1231,TRÙNG SINH ĐÔ THỊ THIÊN TÔN,https://www.nettruyenin.com/truyen-tranh/trung-sinh-do-thi-thien-ton-239050,88.422.543,3.5,92866,136.867,14.574,Chapter 362
1232,CHOROI OTOKONOKO NO OHANASHI,https://www.nettruyenin.com/truyen-tranh/choroi-otokonoko-no-ohanashi-66250,417.892,3.6,524,3.728,1.189,Chapter 26.1
1233,BA NGƯỜI ANH TRAI CỦA TÔI LÀ BẠO QUÂN,https://www.nettruyenin.com/truyen-tranh/ba-nguoi-anh-trai-cua-toi-la-bao-quan-414140,8.143.509,4,10219,78.691,1.412,Chapter 78
1234,THỜI KHẮC ĐỂ HIẾN DÂNG CÁI CHẾT CỦA NGƯƠI ĐÃ TỚI,https://www.nettruyenin.com/truyen-tranh/thoi-khac-de-hien-dang-cai-chet-cua-nguoi-da-toi-73111,124.711,3.5,181,4.071,80,Chapter 25
1235,TÀI KHOẢN NÀY CÓ ĐỘC,https://www.nettruyenin.com/truyen-tranh/tai-khoan-nay-co-doc-72150,31.670,3.5,88,4.852,126,Chapter 3
1236,XUYÊN QUA LÀM VƯƠNG PHI XINH ĐẸP CỦA VƯƠNG GIA,https://www.nettruyenin.com/truyen-tranh/xuyen-qua-lam-vuong-phi-xinh-dep-cua-vuong-gia-66522,898.909,3.5,1107,13.787,265,Chapter 39
1237,OAN GIA CHUNG NHÀ !,https://www.nettruyenin.com/truyen-tranh/oan-gia-chung-nha-424670,5.730.939,4.2,7587,66.066,13.269,Chapter 68
1238,KẺ PHẢN DIỆN LÀ MỘT CON RỐI,https://www.nettruyenin.com/truyen-tranh/ke-phan-dien-la-mot-con-roi-379380,16.845.859,4.2,22744,177.562,8.992,Chapter 69
1239,CHUỖI PHIM TÀI LIỆU VỀ CHỨNG CUỒNG BẠN GÁI CŨ CỦA TÔI.,https://www.nettruyenin.com/truyen-tranh/chuoi-phim-tai-lieu-ve-chung-cuong-ban-gai-cu-cua-toi-361260,571.186,3.5,817,6.219,1.039,Chapter 56: GAME CHANGE
1240,TA LÀM LỚN Ở HẬU CUNG,https://www.nettruyenin.com/truyen-tranh/ta-lam-lon-o-hau-cung-159450,33.978.044,4.3,36932,61.712,22.426,Chapter 189
1241,HÃY ĐỂ EM ĐƯỢC HẠ CÁNH NƠI ANH,https://www.nettruyenin.com/truyen-tranh/hay-de-em-duoc-ha-canh-noi-anh-69444,140.245,3.5,228,8.244,47,Chapter 22
1242,NHÂN VẬT PHẢN DIỆN MUỐN CHẾT MỘT CÁCH DUYÊN DÁNG,https://www.nettruyenin.com/truyen-tranh/nhan-vat-phan-dien-muon-chet-mot-cach-duyen-dang-67554,464.056,3.5,745,17.543,441,Chapter 26
1243,HOÀN NGUYÊN QUÝ CÔ,https://www.nettruyenin.com/truyen-tranh/hoan-nguyen-quy-co-67141,895.598,3.5,1191,20.562,1.282,Chapter 33
1244,"VỢ TÔI, 'NGƯỜI' KHÔNG CẢM XÚC",https://www.nettruyenin.com/truyen-tranh/vo-toi-nguoi-khong-cam-xuc-420800,187.461,3.9,351,4.377,492,Chapter 37
1245,HELPER SHIBETA,https://www.nettruyenin.com/truyen-tranh/helper-shibeta-289440,74.942,4.4,181,1.429,230,Chapter 18: Tội ác và Trừng phạt
1246,XUYÊN KHÔNG CÙNG VỚI CHIẾC SMARTPHONE,https://www.nettruyenin.com/truyen-tranh/xuyen-khong-cung-voi-chiec-smartphone-173040,1.274.655,3.8,2124,23.150,1.151,Chapter 48
1247,TRỞ LẠI THÀNH NGƯỜI CHƠI,https://www.nettruyenin.com/truyen-tranh/tro-lai-thanh-nguoi-choi-336450,7.961.117,3.6,9277,65.757,3.697,Chapter 96
1248,VAMPIRE-CHAN CAN'T SUCK PROPERLY,https://www.nettruyenin.com/truyen-tranh/vampire-chan-cant-suck-properly-61848,244.326,3.5,364,6.223,368,Chapter 20
1249,"IF YOU CAN HOLD IT IN FOR 100 DAYS, YOU CAN USE THIS CONDOM WITH ME",https://www.nettruyenin.com/truyen-tranh/if-you-can-hold-it-in-for-100-days-you-can-use-this-condom-with-me-60908,3.492.342,3.5,3843,18.154,3.408,Chapter 40: -40
1250,YANCHA GAL NO ANJOU-SAN SERIES,https://www.nettruyenin.com/truyen-tranh/yancha-gal-no-anjou-san-series-208330,N/A,3.5,6266,21.782,2.313,Chapter 132
1251,TU TIÊN PHẢI DỰA VÀO SUGAR MOMMY,https://www.nettruyenin.com/truyen-tranh/tu-tien-phai-dua-vao-sugar-mommy-417020,14.340.690,3.6,15744,82.846,5.996,Chapter 176
1252,TÔI CÓ ĐẶC TÍNH CỦA CẤP SSS NHƯNG THÍCH SỐNG BÌNH THƯỜNG,https://www.nettruyenin.com/truyen-tranh/toi-co-dac-tinh-cua-cap-sss-nhung-thich-song-binh-thuong-61912,1.634.715,3.5,2119,33.730,1.613,Chapter 34
1253,CAT PLANET,https://www.nettruyenin.com/truyen-tranh/cat-planet-426950,183.077,3.5,284,3.194,87,Chapter 56
1254,CUỘC LY HÔN VỚI CHỒNG TÔI ĐÃ THẤT BẠI,https://www.nettruyenin.com/truyen-tranh/cuoc-ly-hon-voi-chong-toi-da-that-bai-70526,216.738,3.7,344,11.008,281,Chapter 13
1255,I TRIED ASKING IN DOGEZA,https://www.nettruyenin.com/truyen-tranh/i-tried-asking-in-dogeza-216200,377.978,3.5,444,2.582,340,Chapter 16
1256,TEISOU GYAKUTEN SEKAI,https://www.nettruyenin.com/truyen-tranh/teisou-gyakuten-sekai-181250,292.335,3.5,421,4.510,296,Chapter 17
1257,KOKO WA IMA KARA RINRI DESU.,https://www.nettruyenin.com/truyen-tranh/koko-wa-ima-kara-rinri-desu-244480,568.990,4.2,804,9.539,966,Chapter 32
1258,LÀM SAO ĐỂ CHẠY TRỐN DÀN HẬU CUNG,https://www.nettruyenin.com/truyen-tranh/lam-sao-de-chay-tron-dan-hau-cung-601530,2.415.726,3.7,3028,34.777,3.528,Chapter 56
1259,NỮ PHỤ ÁC ĐỘC VÀ VƯƠNG GIA PHẢN DIỆN CẤM DỤC,https://www.nettruyenin.com/truyen-tranh/nu-phu-ac-doc-va-vuong-gia-phan-dien-cam-duc-66165,1.263.636,3.7,1665,26.451,698,Chapter 37
1260,HỘI PHÁP SƯ VÀ THÁNH THẠCH RAVE,https://www.nettruyenin.com/truyen-tranh/hoi-phap-su-va-thanh-thach-rave-188091,2.816.569,4.2,3426,11.996,2.198,Chapter 213
1261,TÔI SẼ KHÔNG HỐI TIẾC VÌ ANH ĐÂU,https://www.nettruyenin.com/truyen-tranh/toi-se-khong-hoi-tiec-vi-anh-dau-674819,1.018.563,3.5,1212,15.682,1.172,Chapter 59
1262,ĐỨA NHỎ KHÔNG PHẢI LÀ CON ANH,https://www.nettruyenin.com/truyen-tranh/dua-nho-khong-phai-la-con-anh-631602,2.301.951,3.8,2941,47.635,1.652,Chapter 38
1263,PHƯƠNG THỨC NUÔI DƯỠNG NHÂN VẬT PHẢN DIỆN,https://www.nettruyenin.com/truyen-tranh/phuong-thuc-nuoi-duong-nhan-vat-phan-dien-62907,474.561,3.5,904,20.537,324,Chapter 29
1264,TINH GIÁP HỒN TƯỚNG,https://www.nettruyenin.com/truyen-tranh/tinh-giap-hon-tuong-548150,9.315.517,4,10840,85.637,7.883,Chapter 78
1265,ĐỆ TỬ CỦA TA ĐỀU LÀ SÚP BỜ THẦN,https://www.nettruyenin.com/truyen-tranh/de-tu-cua-ta-deu-la-sup-bo-than-358740,36.675.473,3.8,39993,152.929,18.297,Chapter 188
1266,"SENMETSUMADOU NO SAIKYOU KENJA: MUSAI NO KENJA, MADOU WO KIWAME SAIKYOU E ITARU",https://www.nettruyenin.com/truyen-tranh/senmetsumadou-no-saikyou-kenja-musai-no-kenja-madou-wo-kiwame-saikyou-e-itaru-352640,755.741,3.5,1065,16.150,557,Chapter 7.3
1267,TIỆM HOA HƯỚNG DƯƠNG GÓC PHỐ,https://www.nettruyenin.com/truyen-tranh/tiem-hoa-huong-duong-goc-pho-555780,1.293.072,4.2,2067,33.413,2.036,Chapter 47
1268,NHÂN VẬT NGOÀI LỀ TIỂU THUYẾT,https://www.nettruyenin.com/truyen-tranh/nhan-vat-ngoai-le-tieu-thuyet-64485,3.079.019,3.9,4121,54.425,5.428,Chapter 40
1269,CHUYỂN SINH THÀNH TIÊU SƯ,https://www.nettruyenin.com/truyen-tranh/chuyen-sinh-thanh-tieu-su-65949,377.537,3.5,573,13.926,527,Chapter 17
1270,HỒI QUY THÀNH CÔNG TƯỚC,https://www.nettruyenin.com/truyen-tranh/hoi-quy-thanh-cong-tuoc-614575,1.335.867,3.5,1732,26.164,1.488,Chapter 42
1271,TRỞ THÀNH HUNG THẦN TRONG TRÒ CHƠI THỦ THÀNH,https://www.nettruyenin.com/truyen-tranh/tro-thanh-hung-than-trong-tro-choi-thu-thanh-66570,437.006,3.5,676,15.480,930,Chapter 18
1272,ANH HÙNG MẠNH NHẤT TRỞ LẠI,https://www.nettruyenin.com/truyen-tranh/anh-hung-manh-nhat-tro-lai-354309,17.127.628,3.7,20054,116.088,8.696,Chapter 106
1273,THIÊN TÀI MA PHÁP SƯ GIẤU NGHỀ,https://www.nettruyenin.com/truyen-tranh/thien-tai-ma-phap-su-giau-nghe-560940,4.239.967,3.5,5205,70.298,3.094,Chapter 49
1274,NGƯỜI ĐÀN ÔNG THỰC THỤ,https://www.nettruyenin.com/truyen-tranh/nguoi-dan-ong-thuc-thu-370870,2.704.559,3.5,3115,20.689,1.029,Chapter 93
1275,RYOUSHIN NO SHAKKIN WO KATAGAWARI SHITE MORAU JOUKEN WA NIHON ICHI,https://www.nettruyenin.com/truyen-tranh/ryoushin-no-shakkin-wo-katagawari-shite-morau-jouken-wa-nihon-ichi-64225,309.033,3.7,564,15.724,918,Chapter 6
1276,SHOUNEN NO ABYSS,https://www.nettruyenin.com/truyen-tranh/shounen-no-abyss-279370,3.240.941,3.7,3732,17.038,4.479,Chapter 113: Biển khơi
1277,TÔI TRỞ THÀNH MẸ CỦA CHIẾN BINH,https://www.nettruyenin.com/truyen-tranh/toi-tro-thanh-me-cua-chien-binh-68591,553.036,3.6,730,15.458,350,Chapter 25
1278,ĐÃ BẢO NỮ CHÍNH ĐANG CẢI TRANG CƠ MÀ!,https://www.nettruyenin.com/truyen-tranh/da-bao-nu-chinh-dang-cai-trang-co-ma-68351,376.035,3.5,571,14.376,402,Chapter 28
1279,UCHI NO KAISHA NO CHIISAI SENPAI NO HANASHI,https://www.nettruyenin.com/truyen-tranh/uchi-no-kaisha-no-chiisai-senpai-no-hanashi-264250,1.265.449,3.5,1493,13.433,1.263,Chapter 56: ( 63)
1280,FATE/GRAND ORDER CHALDEA SCRAP,https://www.nettruyenin.com/truyen-tranh/fategrand-order-chaldea-scrap-271670,64.261,3.5,94,1.618,58,Chapter 18: My fair lady
1281,TÁI SINH Ở 1 THẾ GIỚI ĐẦY CHẾT CHÓC,https://www.nettruyenin.com/truyen-tranh/tai-sinh-o-1-the-gioi-day-chet-choc-288860,944.790,3.6,1183,13.465,1.164,Chapter 14
1282,"SEINEN SHOYO YO, HARU WO MUSABORE",https://www.nettruyenin.com/truyen-tranh/seinen-shoyo-yo-haru-wo-musabore-368060,111.242,3.5,162,2.943,313,Chapter 17
1283,TÔI ĐÃ GIẾT HẮN,https://www.nettruyenin.com/truyen-tranh/toi-da-giet-han-66939,90.851,3.5,190,4.677,193,Chapter 27
1284,THẦN SỦNG TIẾN HÓA,https://www.nettruyenin.com/truyen-tranh/than-sung-tien-hoa-435840,16.232.399,3.8,18417,132.265,8.083,Chapter 107
1285,QUYỂN SỔ BÁO THÙ,https://www.nettruyenin.com/truyen-tranh/quyen-so-bao-thu-288320,1.554.048,3.6,1839,12.908,1.528,Chapter 73
1286,MAOU NO MUSUME WA YASASHI SUGIRU!!,https://www.nettruyenin.com/truyen-tranh/maou-no-musume-wa-yasashi-sugiru-252780,294.556,3.9,371,4.183,415,Chapter 17
1287,VẠN CỔ ĐỆ NHẤT THẦN,https://www.nettruyenin.com/truyen-tranh/van-co-de-nhat-than-400100,15.325.435,3.6,16738,89.263,6.911,Chapter 141
1288,NAM CHÍNH ĐANG CẢN BƯỚC TÔI,https://www.nettruyenin.com/truyen-tranh/nam-chinh-dang-can-buoc-toi-72739,317.388,3.5,428,8.744,195,Chapter 45
1289,SỰ TRỞ LẠI CỦA ANH HÙNG DIỆT THẾ,https://www.nettruyenin.com/truyen-tranh/su-tro-lai-cua-anh-hung-diet-the-418290,4.458.422,3.5,5909,51.981,9.167,Chapter 59
1290,NGƯỜI CHƠI TRỞ VỀ TỪ ĐỊA NGỤC,https://www.nettruyenin.com/truyen-tranh/nguoi-choi-tro-ve-tu-dia-nguc-400730,9.954.915,3.6,11810,89.797,5.502,Chapter 99
1291,CUỘC SỐNG THƯỜNG NGÀY CỦA HIỀN GIẢ 40 TUỔI Ở THẾ GIỚI KHÁC,https://www.nettruyenin.com/truyen-tranh/cuoc-song-thuong-ngay-cua-hien-gia-40-tuoi-o-the-gioi-khac-73168,7.222,3.5,26,938,50,Chapter 1.2
1292,THE DEAD KING,https://www.nettruyenin.com/truyen-tranh/the-dead-king-245390,1.588.327,3.5,1859,10.971,596,Chapter 74.5
1293,RANKER BẤT BẠI,https://www.nettruyenin.com/truyen-tranh/ranker-bat-bai-537481,2.301.026,3.5,2818,33.574,601,Chapter 41.5
1294,NHỮNG RANKER CẤP S MÀ TÔI NUÔI DƯỠNG,https://www.nettruyenin.com/truyen-tranh/nhung-ranker-cap-s-ma-toi-nuoi-duong-526303,5.606.255,3.7,7083,92.804,6.984,Chapter 59
1295,ARISTITÉ ĐƯỢC BAN PHƯỚC MỘT LỜI NGUYỀN,https://www.nettruyenin.com/truyen-tranh/aristite-duoc-ban-phuoc-mot-loi-nguyen-69678,78.001,3.5,132,4.654,67,Chapter 13
1296,ĐẠI SƯ PHỤ HẠ SƠN,https://www.nettruyenin.com/truyen-tranh/dai-su-phu-ha-son-504250,3.674.491,3.5,4369,56.343,2.502,Chapter 56
1297,TIÊN GIỚI ĐỆ NHẤT NỘI ỨNG,https://www.nettruyenin.com/truyen-tranh/tien-gioi-de-nhat-noi-ung-72039,267.241,3.5,509,14.597,424,Chapter 13
1298,SƠN HẢI CAO TRUNG,https://www.nettruyenin.com/truyen-tranh/son-hai-cao-trung-68018,104.443,3.5,159,3.039,115,Chapter 33
1299,"AUGUST 9TH, I WILL BE EATEN BY YOU",https://www.nettruyenin.com/truyen-tranh/august-9th-i-will-be-eaten-by-you-337850,778.908,3.9,1089,14.474,807,Chapter 23
1300,SEKAI SAIKYOU NO KOUEI: MEIKYUUKOKU NO SHINJIN TANSAKUSHA,https://www.nettruyenin.com/truyen-tranh/sekai-saikyou-no-kouei-meikyuukoku-no-shinjin-tansakusha-184560,419.086,3.5,561,10.012,326,Chapter 16
1301,KỶ NGUYÊN TÀN BẠO,https://www.nettruyenin.com/truyen-tranh/ky-nguyen-tan-bao-415360,456.600,3.5,596,7.880,306,Chapter 33
1302,"JITSU WA ORE, SAIKYOU DESHITA?",https://www.nettruyenin.com/truyen-tranh/jitsu-wa-ore-saikyou-deshita-229510,3.456.990,3.8,4061,33.134,3.883,Chapter 44
1303,KOKO WA ORE NI MAKASETE SAKI NI IKE TO ITTE KARA 10 NEN GA TATTARA DENSETSU NI NATTEITA,https://www.nettruyenin.com/truyen-tranh/koko-wa-ore-ni-makasete-saki-ni-ike-to-itte-kara-10-nen-ga-tattara-densetsu-ni-natteita-246200,5.600.766,3.6,6264,36.686,2.053,Chapter 88
1304,BẮT ĐẦU TỪ ĐỘ KIẾP,https://www.nettruyenin.com/truyen-tranh/bat-dau-tu-do-kiep-491120,4.053.887,3.5,4841,57.991,2.469,Chapter 57
1305,"ĐỪNG HIỂU LẦM, TÔI MỚI LÀ NGƯỜI BỊ HẠI!",https://www.nettruyenin.com/truyen-tranh/dung-hieu-lam-toi-moi-la-nguoi-bi-hai-419400,2.878.004,3.8,3592,32.890,3.372,Chapter 84
1306,ANH ĐÀO TẨM ĐỘC,https://www.nettruyenin.com/truyen-tranh/anh-dao-tam-doc-247200,1.265.407,3.5,1574,13.582,1.083,Chapter 22.1
1307,ĐƯỢC CHỒNG RẮN SIÊU SỦNG KHI XUYÊN QUA THÚ THẾ,https://www.nettruyenin.com/truyen-tranh/duoc-chong-ran-sieu-sung-khi-xuyen-qua-thu-the-66143,1.057.000,3.9,1532,26.873,920,Chapter 29
1308,CHAINSAW MAN - THỢ SĂN QUỶ,https://www.nettruyenin.com/truyen-tranh/chainsaw-man-tho-san-quy-202651,18.818.978,4.1,20144,65.601,8.791,Chapter 109
1309,HỒI QUY TRỞ THÀNH MẠO HIỂM GIẢ MẠNH NHẤT NHỜ CLASS ẨN ĐIỀU KHIỂN TRỌNG LỰC,https://www.nettruyenin.com/truyen-tranh/hoi-quy-tro-thanh-mao-hiem-gia-manh-nhat-nho-class-an-dieu-khien-trong-luc-66937,622.263,3.5,976,24.553,947,Chapter 22
1310,TRỞ THÀNH BẠCH NGUYỆT QUANG CỦA PHẢN DIỆN HẮC HOÁ,https://www.nettruyenin.com/truyen-tranh/tro-thanh-bach-nguyet-quang-cua-phan-dien-hac-hoa-463490,2.912.993,3.8,4059,62.150,1.552,Chapter 65
1311,XẠ THỦ ĐẠN MA,https://www.nettruyenin.com/truyen-tranh/xa-thu-dan-ma-380848,4.399.973,3.5,5285,43.501,2.360,Chapter 91
1312,LUẬT CỦA TIỂU THUYẾT MẠNG,https://www.nettruyenin.com/truyen-tranh/luat-cua-tieu-thuyet-mang-234278,17.741.896,4.3,20426,56.110,5.044,Chapter 165
1313,NỮ GIẢ HOÀNG THƯỢNG VÀ MÀN CÔNG LƯỢC GIAN THẦN BẤT ĐẮC DĨ,https://www.nettruyenin.com/truyen-tranh/nu-gia-hoang-thuong-va-man-cong-luoc-gian-than-bat-dac-di-69753,104.981,3.5,190,6.973,160,Chapter 10
1314,MASHLE: MUSCLES AND MAGIC,https://www.nettruyenin.com/truyen-tranh/mashle-muscles-and-magic-272565,10.660.935,4,12188,58.517,13.460,Chapter 130
1315,"NHỎ GYARU LẼ RA TỎ TÌNH VỚI NGƯỜI U ÁM NHƯ TÔI CHỈ VÌ TRÒ CHƠI TRỪNG PHẠT, NHƯNG DÙ CÓ NHÌN KIỂU GÌ THÌ CỔ CŨNG YÊU TÔI MÀ!",https://www.nettruyenin.com/truyen-tranh/nho-gyaru-le-ra-to-tinh-voi-nguoi-u-am-nhu-toi-chi-vi-tro-choi-trung-phat-nhung-du-co-nhin-kieu-gi-thi-co-cung-yeu-toi-ma-65029,102.493,3.5,191,6.251,288,Chapter 4
1316,ĐỘC BỘ THIÊN HẠ: ĐẶC CÔNG THẦN Y,https://www.nettruyenin.com/truyen-tranh/doc-bo-thien-ha-dac-cong-than-y-220760,30.453.610,3.8,32992,67.762,8.854,Chapter 435
1317,TỎ TÌNH VỚI KẺ THÙ,https://www.nettruyenin.com/truyen-tranh/to-tinh-voi-ke-thu-62965,423.114,3.7,654,14.089,425,Chapter 26
1318,VẠN GIỚI TIÊN TUNG,https://www.nettruyenin.com/truyen-tranh/van-gioi-tien-tung-176220,58.448.208,3.5,60963,73.618,11.645,Chapter 499
1319,FUTAGO-TACHI NO SHO JIJOU,https://www.nettruyenin.com/truyen-tranh/futago-tachi-no-sho-jijou-297190,763.354,3.5,899,10.311,572,Chapter 37
1320,ĐIỆN HẠ ! TA ĐANG ĐẾN ĐÂY!,https://www.nettruyenin.com/truyen-tranh/dien-ha-ta-dang-den-day-71234,91.901,3.7,195,5.934,124,Chapter 11
1321,KỊCH TRƯỜNG CỦA TAKEMICHI,https://www.nettruyenin.com/truyen-tranh/kich-truong-cua-takemichi-208300,89.037.023,4.3,100530,226.356,36.522,Chapter 276
1322,TỚ LÀ MÈO KOHANA,https://www.nettruyenin.com/truyen-tranh/to-la-meo-kohana-244090,7.950,3.5,18,561,44,Chapter 2
1323,"THÁNH NỮ, XIN HÃY DỪNG NGAY NHỮNG TRÒ QUÁI ĐẢN CỦA CÔ ĐI!!",https://www.nettruyenin.com/truyen-tranh/thanh-nu-xin-hay-dung-ngay-nhung-tro-quai-dan-cua-co-di-66720,540.394,3.5,777,16.842,2.002,Chapter 14
1324,SENRYUU SHOUJO,https://www.nettruyenin.com/truyen-tranh/senryuu-shoujo-176340,781.840,3.8,1001,9.145,834,Chapter 87
1325,NAM CHÍNH LÀ CHỒNG CŨ CỦA TÔI,https://www.nettruyenin.com/truyen-tranh/nam-chinh-la-chong-cu-cua-toi-65817,743.498,3.5,951,17.630,317,Chapter 34
1326,CON TRAI ÚT CỦA ĐẠI PHÁP SƯ LỪNG DANH,https://www.nettruyenin.com/truyen-tranh/con-trai-ut-cua-dai-phap-su-lung-danh-71927,573.440,3.5,785,13.838,337,Chapter 23
1327,ĐỘI TRƯỞNG LÍNH ĐÁNH THUÊ,https://www.nettruyenin.com/truyen-tranh/doi-truong-linh-danh-thue-288740,9.624.583,3.7,10522,44.197,2.515,Chapter 146
1328,VÕ HỌC MIỀN VIỄN TÂY,https://www.nettruyenin.com/truyen-tranh/vo-hoc-mien-vien-tay-70650,52.753,3.5,84,2.766,125,Chapter 10
1329,"CỐ TỔNG, VỢ CỦA NGÀI QUÁ MẠNH RỒI!",https://www.nettruyenin.com/truyen-tranh/co-tong-vo-cua-ngai-qua-manh-roi-62882,4.277.851,3.7,5061,50.344,1.944,Chapter 84
1330,NỮ CÔNG TƯỚC NHÀ KÍNH,https://www.nettruyenin.com/truyen-tranh/nu-cong-tuoc-nha-kinh-64791,879.571,3.5,1158,15.319,313,Chapter 81
1331,KUROIWA MEDAKA NI WATASHI NO KAWAII GA TSUUJINAI,https://www.nettruyenin.com/truyen-tranh/kuroiwa-medaka-ni-watashi-no-kawaii-ga-tsuujinai-416950,3.047.924,4,3808,37.889,5.253,Chapter 66: Tên khốn đó và lời tỏ tình
1332,QUYẾN RŨ PAPA CỦA NHÂN VẬT PHẢN DIỆN,https://www.nettruyenin.com/truyen-tranh/quyen-ru-papa-cua-nhan-vat-phan-dien-295362,22.476.250,4.2,27236,135.734,6.303,Chapter 111
1333,TỬ THẦN PHIÊU NGUYỆT,https://www.nettruyenin.com/truyen-tranh/tu-than-phieu-nguyet-652281,3.152.738,3.9,4059,48.805,6.397,Chapter 36
1334,"THÁNH CÁI KHỈ GÌ, ĐÂY LÀ SỨC MẠNH CỦA Y HỌC HIỆN ĐẠI",https://www.nettruyenin.com/truyen-tranh/thanh-cai-khi-gi-day-la-suc-manh-cua-y-hoc-hien-dai-629389,3.204.807,3.5,4010,51.838,4.259,Chapter 38
